book_id,title,author,rating,genres,,,,,,,,,,,
8332533,      The Help,Kathryn Stockett,4.46,12328, fiction,10943, historical-fiction,2173, historical,1335, adult,1206, adult-fiction,937, contemporary
10966007,      The Help,Kathryn Stockett,4.46,12328, fiction,10943, historical-fiction,2173, historical,1335, adult,1206, adult-fiction,937, contemporary
6588662,      The Help,Kathryn Stockett,4.46,12328, fiction,10943, historical-fiction,2173, historical,1335, adult,1206, adult-fiction,937, contemporary
6558630,      The Help,Kathryn Stockett,4.46,12328, fiction,10943, historical-fiction,2173, historical,1335, adult,1206, adult-fiction,937, contemporary
4670449,      The Help,Octavia Spencer,4.46,12328, fiction,10943, historical-fiction,2173, historical,1335, adult,1206, adult-fiction,937, contemporary
7856358,      The Help,Kathryn Stockett,4.46,12328, fiction,10943, historical-fiction,2173, historical,1335, adult,1206, adult-fiction,937, contemporary
18619999,      The Help,Kathryn Stockett,4.46,12328, fiction,10943, historical-fiction,2173, historical,1335, adult,1206, adult-fiction,937, contemporary
12090188,      The Help,Cassandra Campbell,4.46,12328, fiction,10943, historical-fiction,2173, historical,1335, adult,1206, adult-fiction,937, contemporary
4667024,      The Help,Kathryn Stockett,4.46,12328, fiction,10943, historical-fiction,2173, historical,1335, adult,1206, adult-fiction,937, contemporary
13690325,      Vijftig tinten grijs,E.L. James,3.66,8964, romance,3820, fiction,3114, erotica,1781, adult,1731, bdsm,1431, contemporary
13575634,      Cincuenta sombras de Grey,Helena Trías Bello,3.66,8964, romance,3820, fiction,3114, erotica,1781, adult,1731, bdsm,1431, contemporary
13625800,      Geheimes Verlangen,Sonja Hauser,3.66,8964, romance,3820, fiction,3114, erotica,1781, adult,1731, bdsm,1431, contemporary
13641944,      Fifty Shades of Grey,Becca Battoe,3.66,8964, romance,3820, fiction,3114, erotica,1781, adult,1731, bdsm,1431, contemporary
18144724,      Cinquenta Tons de Cinza,E.L. James,3.66,8964, romance,3820, fiction,3114, erotica,1781, adult,1731, bdsm,1431, contemporary
14290343,      Cinquanta sfumature di grigio,Teresa Albanese,3.66,8964, romance,3820, fiction,3114, erotica,1781, adult,1731, bdsm,1431, contemporary
13557703,      Fifty Shades of Grey,E.L. James,3.66,8964, romance,3820, fiction,3114, erotica,1781, adult,1731, bdsm,1431, contemporary
19404278,      Cinquante nuances de Grey,E.L. James,3.66,8964, romance,3820, fiction,3114, erotica,1781, adult,1731, bdsm,1431, contemporary
13609836,      Fifty Shades of Grey,E.L. James,3.66,8964, romance,3820, fiction,3114, erotica,1781, adult,1731, bdsm,1431, contemporary
13536858,      Fifty Shades of Grey,E.L. James,3.66,8964, romance,3820, fiction,3114, erotica,1781, adult,1731, bdsm,1431, contemporary
13609263,      Fifty Shades of Grey,E.L. James,3.66,8964, romance,3820, fiction,3114, erotica,1781, adult,1731, bdsm,1431, contemporary
17182122,      Fifty Shades of Grey,E.L. James,3.66,8964, romance,3820, fiction,3114, erotica,1781, adult,1731, bdsm,1431, contemporary
18626824,      Fifty Shades of Grey,E.L. James,3.66,8964, romance,3820, fiction,3114, erotica,1781, adult,1731, bdsm,1431, contemporary
15738367,      Fifty Shades of Grey,E.L. James,3.66,8964, romance,3820, fiction,3114, erotica,1781, adult,1731, bdsm,1431, contemporary
10818853,      Fifty Shades of Grey,E.L. James,3.66,8964, romance,3820, fiction,3114, erotica,1781, adult,1731, bdsm,1431, contemporary
11477648,      Fifty Shades of Grey,E.L. James,3.66,8964, romance,3820, fiction,3114, erotica,1781, adult,1731, bdsm,1431, contemporary
22022744,      Yo antes de ti,Jojo Moyes,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
17802732,      Me Before You,Owen Lindsay,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
13373663,      Me Before You,Jojo Moyes,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
16532513,      Me Before You,Jojo Moyes,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
17859161,      Me Before You - Sebelum Mengenalmu,Tanti Lesmana,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
12649671,      Me Before You,Jojo Moyes,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
22022744,      Yo antes de ti,Jojo Moyes,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
25719729,      Yo antes de ti,Máximo Sáez,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
16163526,      Ein ganzes halbes Jahr,Karolina Fell,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
18486818,      Me Before You,Jojo Moyes,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
13376097,      Me Before You,Jojo Moyes,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
17317768,      Me Before You,Owen Lindsay,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
23055326,      Voor jou,Jojo Moyes,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
17557750,      Me Before You,Jojo Moyes,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
16287485,      Me Before You,Jojo Moyes,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
26067879,      Me Before You,Jojo Moyes,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
28813854,      Me Before You,Jojo Moyes,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
13444844,      Me Before You,Jojo Moyes,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
15507958,      Me Before You,Jojo Moyes,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
12649718,      Me Before You,Jojo Moyes,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
17347634,      Me Before You,Jojo Moyes,4.26,7521, romance,5960, fiction,3369, contemporary,2013, chick-lit,1324, adult,826, adult-fiction
6578785,      The Girl with the Dragon Tattoo,Reg Keeland,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
12182809,      The Girl with the Dragon Tattoo,Stieg Larsson,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
6981706,      The Girl with the Dragon Tattoo,Nurul Agustina,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
7118572,      The Girl with the Dragon Tattoo,Reg Keeland,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
11047554,      The Girl with the Dragon Tattoo,Stieg Larsson,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
1735429,      Verblendung,Wibke Kuhn,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
12342720,      The Girl with the Dragon Tattoo,Martin Wenner,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
5987468,      Los hombres que no amaban a las mujeres,Juan José Ortega Román,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
6578785,      The Girl with the Dragon Tattoo,Reg Keeland,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
4001015,      Los hombres que no amaban a las mujeres,Stieg Larsson,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
7620767,      Os Homens que Odeiam as Mulheres,Stieg Larsson,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
5291540,      The Girl with the Dragon Tattoo,Reg Keeland,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
25859069,      The Girl with the Dragon Tattoo,Stieg Larsson,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
6390348,      The Girl with the Dragon Tattoo,Simon Vance,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
6599342,      The Girl with the Dragon Tattoo,Stieg Larsson,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
6620989,      The Girl with the Dragon Tattoo,Reg Keeland,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
1711500,      The Girl with the Dragon Tattoo,Stieg Larsson,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
6063235,      Mannen die vrouwen haten,Tineke Jorissen-Wedzinga,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
12089925,      The Girl with the Dragon Tattoo,Stieg Larsson,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
1735396,      Les hommes qui naimaient pas les femmes,Marc de Gouvenain,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
1990178,      The Girl with the Dragon Tattoo,Reg Keeland,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
3323057,      The Girl with the Dragon Tattoo,Simon Vance,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
5291539,      The Girl with the Dragon Tattoo,Reg Keeland,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
2732977,      The Girl with the Dragon Tattoo,Reg Keeland,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
9403926,      The Girl with the Dragon Tattoo,Reg Keeland,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
6762172,      The Girl with the Dragon Tattoo,Reg Keeland,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
6696541,      The Girl with the Dragon Tattoo,Stieg Larsson,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
2429135,      The Girl with the Dragon Tattoo,Reg Keeland,4.14,13205, fiction,10762, mystery,6339, thriller,4033, crime,1841, mystery-thriller,1646, suspense
22820681,      El marciano,Javier Guerrero,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
22820624,      The Martian,R.C. Bray,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
21424761,      The Martian,Andy Weir,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
31686251,      The Martian,Andy Weir,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
16847978,      The Martian,Andy Weir,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
20775702,      The Martian,Andy Weir,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
25852860,      The Martian,Andy Weir,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
28191772,      The Martian - Si Penghuni Mars,Rosemary Kesauly,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
26462167,      The Martian,R.C. Bray,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
20792791,      The Martian,R.C. Bray,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
22820681,      El marciano,Javier Guerrero,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
20555443,      The Martian,Andy Weir,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
18340095,      The Martian,Andy Weir,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
28457773,      The Martian,Andy Weir,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
16046182,      The Martian,Andy Weir,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
18401393,      The Martian,Andy Weir,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
20829029,      The Martian,Andy Weir,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
17315048,      The Martian,R.C. Bray,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
18007564,      The Martian,Andy Weir,4.4,12347, science-fiction,8758, fiction,1462, audiobook,1256, adventure,1025, space,1005, adult
413081,      The Kite Runner,Khaled Hosseini,4.3,15576, fiction,5763, historical-fiction,1895, contemporary,1604, classics,1260, novels,955, historical
6288722,      The Kite Runner,Khaled Hosseini,4.3,15576, fiction,5763, historical-fiction,1895, contemporary,1604, classics,1260, novels,955, historical
18487904,      O Menino de Cabul,Khaled Hosseini,4.3,15576, fiction,5763, historical-fiction,1895, contemporary,1604, classics,1260, novels,955, historical
2743999,      The Kite Runner,Berliani M. Nugrahani,4.3,15576, fiction,5763, historical-fiction,1895, contemporary,1604, classics,1260, novels,955, historical
9243849,      The Kite Runner,Khaled Hosseini,4.3,15576, fiction,5763, historical-fiction,1895, contemporary,1604, classics,1260, novels,955, historical
9402365,      Cometas en el cielo ,Khaled Hosseini,4.3,15576, fiction,5763, historical-fiction,1895, contemporary,1604, classics,1260, novels,955, historical
807211,      De vliegeraar,Miebeth van Horn,4.3,15576, fiction,5763, historical-fiction,1895, contemporary,1604, classics,1260, novels,955, historical
17165596,      The Kite Runner,Khaled Hosseini,4.3,15576, fiction,5763, historical-fiction,1895, contemporary,1604, classics,1260, novels,955, historical
6066095,      The Kite Runner,Khaled Hosseini,4.3,15576, fiction,5763, historical-fiction,1895, contemporary,1604, classics,1260, novels,955, historical
2975,      The Kite Runner,Khaled Hosseini,4.3,15576, fiction,5763, historical-fiction,1895, contemporary,1604, classics,1260, novels,955, historical
457061,      The Kite Runner,Khaled Hosseini,4.3,15576, fiction,5763, historical-fiction,1895, contemporary,1604, classics,1260, novels,955, historical
437129,      The Kite Runner,Khaled Hosseini,4.3,15576, fiction,5763, historical-fiction,1895, contemporary,1604, classics,1260, novels,955, historical
77203,      The Kite Runner,Berliani M. Nugrahani,4.3,15576, fiction,5763, historical-fiction,1895, contemporary,1604, classics,1260, novels,955, historical
1812673,      Alchemik,Andrzej Kowalski,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
872,      The Illustrated Alchemist: A Fable about Following Your Dream,Mœbius,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
7202990,      The Alchemist,Paulo Coelho,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
12376839,      El alquimista,Montserrat Mira Campins,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
70750,      The Alchemist,Alan R. Clarke,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
45497,      El alquimista,Paulo Coelho,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
1812673,      Alchemik,Andrzej Kowalski,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
872,      The Illustrated Alchemist: A Fable about Following Your Dream,Mœbius,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
6071573,      The Alchemist,Alan R. Clarke,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
71001,      De alchemist,Harrie Lemmens,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
12535267,      Alchimistul,Paulo Coelho,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
47000,      LAlchimiste,Jean Orecchioni,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
1238901,      O Alquimista,Paulo Coelho,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
71000,      The Alchemist,Alan R. Clarke,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
1175480,      The Alchemist,Paulo Coelho,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
4794161,      The Alchemist,Alan R. Clarke,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
18144590,      The Alchemist,James Noel Smith,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
23507,      The Alchemist,Jeremy Irons,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
1498842,      The Alchemist - Sang Alkemis,Tanti Lesmana,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
412765,      The Alchemist,Alan R. Clarke,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
492286,      The Alchemist,Alan R. Clarke,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
25076674,      The Alchemist,Paulo Coelho,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
865,      The Alchemist,Alan R. Clarke,3.88,14823, fiction,6470, classics,3535, fantasy,2915, philosophy,1607, novels,1354, spirituality
7072268,      Water for Elephants,David LeDoux,4.09,9864, fiction,5841, historical-fiction,2971, romance,1229, historical,947, adult,802, adult-fiction
2559198,      Water for Elephants,Sara Gruen,4.09,9864, fiction,5841, historical-fiction,2971, romance,1229, historical,947, adult,802, adult-fiction
1989270,      Water for Elephants,Sara Gruen,4.09,9864, fiction,5841, historical-fiction,2971, romance,1229, historical,947, adult,802, adult-fiction
1799689,      Water for Elephants,Sara Gruen,4.09,9864, fiction,5841, historical-fiction,2971, romance,1229, historical,947, adult,802, adult-fiction
3371603,      Water for Elephants,Sara Gruen,4.09,9864, fiction,5841, historical-fiction,2971, romance,1229, historical,947, adult,802, adult-fiction
8646215,      Water for Elephants,Sara Gruen,4.09,9864, fiction,5841, historical-fiction,2971, romance,1229, historical,947, adult,802, adult-fiction
631096,      Water for Elephants,John Randolph Jones,4.09,9864, fiction,5841, historical-fiction,2971, romance,1229, historical,947, adult,802, adult-fiction
9480425,      Water for Elephants,Sara Gruen,4.09,9864, fiction,5841, historical-fiction,2971, romance,1229, historical,947, adult,802, adult-fiction
13549669,      Water for Elephants,John Randolph Jones,4.09,9864, fiction,5841, historical-fiction,2971, romance,1229, historical,947, adult,802, adult-fiction
85609,      Water for Elephants,Sara Gruen,4.09,9864, fiction,5841, historical-fiction,2971, romance,1229, historical,947, adult,802, adult-fiction
43641,      Water for Elephants,Sara Gruen,4.09,9864, fiction,5841, historical-fiction,2971, romance,1229, historical,947, adult,802, adult-fiction
25292854,      All the Light We Cannot See,Anthony Doerr,4.33,14429, historical-fiction,10096, fiction,2539, historical,1627, war,1546, world-war-ii,1031, audiobook
18170778,      All the Light We Cannot See,Anthony Doerr,4.33,14429, historical-fiction,10096, fiction,2539, historical,1627, war,1546, world-war-ii,1031, audiobook
22041082,      All the Light We Cannot See,Anthony Doerr,4.33,14429, historical-fiction,10096, fiction,2539, historical,1627, war,1546, world-war-ii,1031, audiobook
23478650,      All the Light We Cannot See,Anthony Doerr,4.33,14429, historical-fiction,10096, fiction,2539, historical,1627, war,1546, world-war-ii,1031, audiobook
