24516316,      The Book of Speculation,Erika Swyler,3.6,1079, fiction,528, fantasy,431, historical-fiction,338, mystery,334, magical-realism,321, books-about-books
14289812,      Knight,Kristen Ashley,3.93,955, romance,426, contemporary-romance,413, erotica,399, contemporary,393, bdsm,176, adult
23875796,      Delicious!,Ruth Reichl,3.77,275, food,231, fiction,79, romance,72, audiobook,67, adult-fiction,64, foodie
10866624,      Unspoken,Sarah Rees Brennan,3.82,1448, fantasy,1404, young-adult,760, paranormal,510, romance,456, mystery,414, magic
9276405,      The Secret Life of CeeCee Wilkes,Diane Chamberlain,4.1,422, fiction,158, mystery,124, chick-lit,57, contemporary,45, thriller,44, adult-fiction
9912994,      Damned,Chuck Palahniuk,3.38,779, fiction,338, fantasy,247, horror,195, humor,89, contemporary,71, audiobook
17156074,      Calibans War,Jefferson Mays,4.34,3082, science-fiction,942, fiction,603, space-opera,196, audiobook,195, space,169, science-fiction-fantasy
19444808,      We Are Not Ourselves,Matthew  Thomas,3.71,617, fiction,258, historical-fiction,70, literary-fiction,43, contemporary,43, historical,41, adult-fiction
8680744,      The Hundred-Foot Journey,Richard C. Morais,3.57,618, fiction,164, food,121, india,106, france,75, contemporary,50, adult-fiction
828418,      Confessions of an Ugly Stepsister,Gregory Maguire,3.53,1858, fantasy,388, fairy-tales,333, historical-fiction,202, fiction,193, retellings,107, adult-fiction
18488395,      Un desconocido encantador,Concepción Rodríguez González,4.2,1361, romance,385, contemporary,372, contemporary-romance,338, erotica,256, adult,224, new-adult
1024189,      The English Patient,Michael Ondaatje,3.87,2292, fiction,1395, historical-fiction,634, classics,430, romance,322, historical,318, war
17229454,      Reapers Property,Joanna Wylde,4.1,939, romance,412, erotica,393, contemporary,351, contemporary-romance,206, adult,161, erotic-romance
18296030,      Dont Look Back,Jennifer L. Armentrout,4.08,879, young-adult,716, mystery,511, contemporary,429, romance,321, thriller,148, mystery-thriller
2071683,      All Together Dead,Charlaine Harris,4.05,2549, fantasy,2345, vampires,1789, paranormal,1447, urban-fantasy,1153, fiction,1104, romance
29382691,      Stuck-Up Suit,Penelope Ward,4.13,1123, romance,442, contemporary,397, contemporary-romance,239, new-adult,164, humor,152, adult
20454672,      Mean Streak,Sandra Brown,4.06,403, mystery,298, romance,267, romantic-suspense,229, fiction,227, suspense,220, thriller
20499624,      The House of Silk,Derek Jacobi,3.98,1525, mystery,661, fiction,427, historical-fiction,418, crime,172, historical,140, mystery-thriller
20946053,      The Book of Unknown Americans,Cristina Henriquez,3.89,1160, fiction,217, contemporary,119, audiobook,101, adult-fiction,90, literary-fiction,86, adult
20879861,      Fire Study,Gabra Zackman,3.91,3818, fantasy,1022, young-adult,636, magic,568, romance,330, fiction,202, adventure
11364830,      The Affair,Lee Child,4.1,694, thriller,641, fiction,569, mystery,266, crime,133, suspense,128, mystery-thriller
30086443,      Two by Two,Nicholas Sparks,3.92,366, romance,314, fiction,96, chick-lit,66, audiobook,65, contemporary,50, adult-fiction
28230461,      Everyone Brave is Forgiven,Chris Cleave,3.76,1330, historical-fiction,678, fiction,269, world-war-ii,196, historical,150, war,90, audiobook
25095262,      The Girl Who Saved the King of Sweden,Marcalais Fransisca,3.77,807, fiction,276, humor,153, contemporary,102, historical-fiction,80, sweden,62, comedy
105452,      Dandelion Wine,Ray Bradbury,4.06,1526, fiction,959, classics,541, science-fiction,463, fantasy,219, young-adult,154, short-stories
4982,      The Sirens of Titan,Kurt Vonnegut Jr.,4.14,2157, science-fiction,1867, fiction,630, classics,227, humor,206, literature,202, novels
35057980,      The Hunchback of Notre-Dame,Victor Hugo,3.99,6627, classics,2049, fiction,971, historical-fiction,565, france,451, literature,380, french-literature
9314359,      Rot & Ruin,Jonathan Maberry,4.1,1295, zombies,951, young-adult,795, horror,341, dystopia,247, post-apocalyptic,226, fiction
14742710,      Lost Land. Die erste Nacht,Heinrich Koop,4.1,1294, zombies,951, young-adult,795, horror,341, dystopia,247, post-apocalyptic,226, fiction
9720571,      Please Look After Mother,Chi-Young Kim,3.83,731, fiction,166, contemporary,139, asia,105, family,103, asian-literature,94, novels
2866718,      Untamed,Kristin Cast,3.94,2426, young-adult,2136, vampires,1712, fantasy,1112, paranormal,625, romance,370, fiction
16130307,      Revenge Wears Prada: The Devil Returns,Lauren Weisberger,2.93,584, chick-lit,356, fiction,110, romance,79, contemporary,45, audiobook,44, adult
6613956,      The Solitude of Prime Numbers,Shaun Whiteside,3.61,760, fiction,217, contemporary,157, italian-literature,141, romance,128, italy,91, novels
9700587,      La solitudine dei numeri primi,Paolo Giordano,3.61,760, fiction,218, contemporary,157, italian-literature,141, romance,128, italy,91, novels
9657191,      Belong to Me,Marisa de los Santos,3.86,113, fiction,69, contemporary,48, adult,47, adult-fiction,40, family,35, romance
10429082,      Eve,Anna Carey,3.69,1034, dystopia,891, young-adult,381, romance,207, science-fiction,190, fantasy,144, post-apocalyptic
18170643,      All Fall Down,Jennifer Weiner,3.63,388, fiction,296, chick-lit,68, contemporary,61, audiobook,49, adult,45, adult-fiction
26835101,      The Aeronauts Windlass,Euan Morton,4.17,2537, fantasy,896, steampunk,347, fiction,335, science-fiction,137, audiobook,133, adventure
9820209,      A Is For Alibi,Mary Peiffer,3.85,3219, mystery,850, fiction,460, crime,252, mystery-thriller,210, thriller,180, detective
129117,      The Spellman Files,Lisa Lutz,3.88,742, mystery,519, fiction,226, humor,120, chick-lit,90, mystery-thriller,80, adult-fiction
21793128,      Boy  Snow  Bird,Carra Patterson,3.36,403, fiction,165, literary-fiction,159, fantasy,132, fairy-tales,98, adult,97, adult-fiction
26123141,      Pretty Baby,Jorjeana Marie,3.74,344, fiction,301, mystery,293, thriller,141, suspense,127, mystery-thriller,126, audiobook
8379374,      Backstage Pass,Olivia Cunning,4.02,1120, romance,775, erotica,373, contemporary,317, contemporary-romance,258, adult,245, erotic-romance
13521,      Son of a Witch,Jelena Bojić,3.48,2178, fantasy,1134, fiction,117, adult,103, science-fiction-fantasy,95, fairy-tales,92, retellings
8442726,      Changes,Jim Butcher,4.49,3246, fantasy,2728, urban-fantasy,647, fiction,524, mystery,405, paranormal,329, magic
2986042,      Alias Grace,Brigitte Walitzek,4.03,2477, historical-fiction,2470, fiction,627, mystery,521, historical,450, canada,291, classics
15701217,      The Woman Upstairs,Claire Messud,3.31,771, fiction,108, literary-fiction,81, contemporary,57, art,55, novels,52, audiobook
15720403,      Pivot Point,Kasie West,4.07,1053, young-adult,636, paranormal,551, fantasy,470, romance,363, science-fiction,159, contemporary
8228026,      61 Hours,Lee Child,4.09,791, thriller,664, fiction,511, mystery,257, crime,176, suspense,155, action
11650,      American Pastoral,Philip Roth,3.91,1838, fiction,338, classics,224, literature,206, novels,167, american,124, literary-fiction
10714386,      Princess of the Midnight Ball,Jessica Day George,3.93,1686, fantasy,1097, young-adult,563, fairy-tales,544, romance,359, retellings,234, fiction
14592730,      Existence,Abbi Glines,3.94,970, paranormal,745, young-adult,631, romance,501, fantasy,379, paranormal-romance,220, supernatural
3462,      The Rescue,Nicholas Sparks,4.11,1516, romance,693, fiction,303, chick-lit,173, contemporary,127, adult,103, adult-fiction
12437321,      The Dressmaker,Kate Alcott,3.46,1204, historical-fiction,356, fiction,195, historical,137, romance,59, adult-fiction,55, adult
8125992,      I Am Not a Serial Killer,Dan Wells,3.79,985, horror,527, young-adult,436, thriller,417, mystery,408, fiction,294, fantasy
761076,      The Little Friend,Donna Tartt,3.46,1179, fiction,396, mystery,171, literary-fiction,155, contemporary,103, crime,85, novels
34234258,      La Faucheuse,Cécile Ardilly,4.33,3561, young-adult,2777, fantasy,2196, dystopia,1844, science-fiction,981, fiction,436, audiobook
17673307,      Neanderthal Seeks Human,Penny Reid,3.93,1957, romance,748, contemporary,650, contemporary-romance,493, chick-lit,368, humor,195, fiction
16079158,      The Surgeon,Tess Gerritsen,4.09,1494, mystery,962, thriller,865, crime,692, fiction,372, suspense,276, mystery-thriller
8423867,      One Foot in the Grave,Tavia Gilbert,4.29,1869, paranormal,1868, vampires,1766, urban-fantasy,1380, paranormal-romance,1296, romance,1080, fantasy
6554174,      De Celestijnse belofte,James Redfield,3.66,822, fiction,543, spirituality,240, philosophy,167, self-help,105, new-age,93, religion
16066919,      Fly Away,Kristin Hannah,3.96,376, fiction,177, chick-lit,75, contemporary,62, audiobook,57, romance,37, adult-fiction
20629795,      A Wild Sheep Chase,Alfred Birnbaum,3.94,1783, fiction,633, japan,478, japanese-literature,431, magical-realism,277, fantasy,186, novels
8648,      Xenocide,Piotr W. Cholewa,3.8,3610, science-fiction,1331, fiction,425, fantasy,352, science-fiction-fantasy,207, young-adult,111, audiobook
18114060,      Missing You,Harlan Coben,3.97,505, mystery,325, thriller,324, fiction,149, crime,138, suspense,115, mystery-thriller
20325891,      The Impossible Knife of Memory,Laurie Halse Anderson,3.92,1310, young-adult,470, contemporary,355, realistic-fiction,338, fiction,215, romance,156, mental-health
2498744,      Crocodile on the Sandbank,Susan OMalley,4.01,3161, mystery,1253, historical-fiction,708, fiction,504, historical,319, egypt,269, romance
32738765,      Final Girls,Riley Sager,3.82,1579, thriller,1164, mystery,924, horror,779, fiction,608, mystery-thriller,324, adult
13928,      Daughter of the Forest,Juliet Marillier,4.24,5321, fantasy,856, romance,548, fiction,518, historical-fiction,378, fairy-tales,367, young-adult
8071151,      Acheron,Sherrilyn Kenyon,4.57,1026, paranormal-romance,965, paranormal,847, romance,572, fantasy,308, vampires,212, urban-fantasy
17156015,      Beauty from Pain,Georgia Cates,4.23,811, romance,320, erotica,276, contemporary,272, contemporary-romance,267, new-adult,168, adult
16001893,      Down to You,Michelle Leighton,4.04,879, romance,457, new-adult,288, contemporary,285, contemporary-romance,178, erotica,148, adult
2193861,      Cry  the Beloved Country,Alan Paton,3.89,1607, fiction,1441, classics,671, africa,573, historical-fiction,255, south-africa,207, literature
22884096,      Two Boys Kissing,David Levithan,4.09,1228, young-adult,1135, lgbt,524, contemporary,508, romance,378, fiction,235, queer
22400697,      Secrets of a Charmed Life,Susan Meissner,4.19,1271, historical-fiction,443, fiction,174, historical,159, world-war-ii,69, british-literature,64, war
9888775,      Catching Jordan,Miranda Kenneally,3.85,1078, young-adult,858, romance,663, contemporary,427, sports,182, chick-lit,172, high-school
13448656,      Motorcycle Man,Kristen Ashley,4.41,1031, romance,475, contemporary-romance,447, contemporary,153, adult,149, erotica,107, romantic-suspense
13583323,      Sacre Bleu: A Comedy dArt,Euan Morton,3.79,640, fiction,494, humor,392, historical-fiction,355, fantasy,165, art,132, comedy
17162859,      The Secret of Ella and Micha,Jessica Sorensen,4,1094, new-adult,1047, romance,405, contemporary,264, young-adult,229, contemporary-romance,143, college
526970,      Left Behind,Jerry B. Jenkins,3.83,1315, fiction,1043, christian,951, christian-fiction,307, religion,298, fantasy,121, thriller
113429,      No One Belongs Here More Than You,Miranda July,3.82,1334, short-stories,843, fiction,104, contemporary,48, american,35, adult-fiction,34, literary-fiction
15575,      The Sword of Shannara,Terry Brooks,3.75,6553, fantasy,721, fiction,295, epic-fantasy,254, science-fiction-fantasy,195, high-fantasy,175, adventure
854757,      Bet Me,Jennifer Crusie,3.94,2319, romance,1034, chick-lit,780, contemporary-romance,627, contemporary,348, fiction,288, humor
218357,      The Space Between Us,Thrity Umrigar,4,731, fiction,352, india,170, historical-fiction,58, book-club,53, contemporary,52, literary-fiction
13333504,      The Sword of Shannara - Pewaris Terakhir Sang Raja Elf,Terry Brooks,3.75,6554, fantasy,722, fiction,295, epic-fantasy,254, science-fiction-fantasy,195, high-fantasy,176, adventure
24315784,      The Revenant: A Novel of Revenge,Michael Punke,3.94,754, historical-fiction,668, fiction,234, westerns,181, adventure,143, historical,65, audiobook
7968304,      The Girl Who Fell from the Sky,Heidi W. Durrow,3.61,796, fiction,159, young-adult,126, historical-fiction,87, african-american,81, coming-of-age,56, audiobook
816720,      The Witch of Portobello,Paulo Coelho,3.54,930, fiction,149, philosophy,139, novels,124, spirituality,79, contemporary,78, fantasy
31344895,      At First Sight,Nicholas Sparks,3.83,1026, romance,519, fiction,220, chick-lit,107, contemporary,85, adult,70, adult-fiction
9808600,      Furies of Calderon: Book One of the Codex Alera,Kate Reading,4.11,6093, fantasy,573, fiction,376, epic-fantasy,307, high-fantasy,221, magic,193, adventure
18528454,      A Beautiful Wedding,Jamie McGuire,4.03,741, romance,600, new-adult,237, contemporary,153, contemporary-romance,152, novella,137, young-adult
16058610,      Whistling Past the Graveyard,Susan Crandall,4.06,585, historical-fiction,403, fiction,96, coming-of-age,83, historical,82, young-adult,65, southern
43545,      The Once and Future King,T.H. White,4.05,4980, fantasy,2422, classics,1940, fiction,729, historical-fiction,516, arthurian,353, mythology
20575411,      Lila,Marilynne Robinson,3.93,1063, fiction,182, historical-fiction,114, literary-fiction,94, novels,70, literature,58, audiobook
13500551,      Different Seasons,Stephen King,4.34,2549, horror,2112, fiction,1045, short-stories,436, thriller,170, mystery,136, fantasy
24795570,      Every Last Word,Tamara Ireland Stone,4.25,1024, young-adult,855, contemporary,503, mental-health,402, romance,298, mental-illness,259, fiction
6226266,      Arthur: koning voor eens en altijd,Max Schuchart,4.05,4984, fantasy,2424, classics,1941, fiction,730, historical-fiction,517, arthurian,354, mythology
17343,      Till We Have Faces,C.S. Lewis,4.15,1579, fiction,1273, fantasy,957, classics,488, mythology,420, christian,229, religion
17880714,      Crashed,K. Bromberg,4.54,406, romance,140, contemporary-romance,139, sports,109, erotica,103, contemporary,74, sports-romance
6975982,      Blood Bound,Lorelei King,4.31,3812, urban-fantasy,2350, fantasy,1792, paranormal,1065, vampires,771, werewolves,758, romance
11112619,      Fever,Lauren DeStefano,3.78,1034, dystopia,1022, young-adult,337, romance,286, science-fiction,221, fantasy,143, fiction
17254225,      Vain,Fisher Amelie,4.23,594, romance,543, new-adult,357, contemporary,262, young-adult,136, contemporary-romance,67, chick-lit
26116474,      A Head Full of Ghosts,Paul Tremblay,3.81,3176, horror,782, fiction,351, thriller,296, mystery,220, paranormal,139, audiobook
17618906,      Dirty Red,Tarryn Fisher,4.21,417, romance,255, new-adult,208, contemporary,133, contemporary-romance,79, adult,65, drama
6707275,      Hunted,Kristin Cast,3.92,2164, young-adult,1959, vampires,1534, fantasy,1002, paranormal,561, romance,323, fiction
12872236,      Canada,Richard Ford,3.51,644, fiction,96, canada,76, literary-fiction,65, contemporary,48, novels,44, coming-of-age
6527661,      Summer Knight,Jim Butcher,4.27,4866, fantasy,3477, urban-fantasy,943, fiction,914, mystery,611, paranormal,498, magic
20263042,      Personal,Dick Hill,3.95,548, thriller,502, fiction,337, mystery,172, crime,110, action,102, mystery-thriller
10410738,      Scepter of the Ancients,Tom Percival,4.13,2001, fantasy,744, young-adult,382, mystery,321, fiction,291, urban-fantasy,260, magic
18689531,      Midnight Crossroad,Charlaine Harris,3.71,633, fantasy,587, mystery,574, paranormal,447, urban-fantasy,299, fiction,232, vampires
7012994,      Boy Meets Boy,David Levithan,3.83,1657, young-adult,1366, lgbt,892, romance,539, contemporary,486, fiction,322, queer
29974618,      The Mothers,Brit Bennett,3.86,1614, fiction,394, contemporary,266, literary-fiction,164, audiobook,147, adult,145, adult-fiction
46777,      Tithe,Holly Black,3.72,3108, fantasy,2311, young-adult,832, urban-fantasy,486, paranormal,461, fiction,457, fairies
400891,      Bleak House  ,Hablot Knight Browne,4,4628, classics,1889, fiction,413, literature,303, 19th-century,256, victorian,252, historical-fiction
22151294,      Black Ice,Becca Fitzpatrick,3.87,515, young-adult,317, romance,265, mystery,257, thriller,202, contemporary,86, suspense
13325079,      Billy Lynns Long Halftime Walk,Ben Fountain,3.8,920, fiction,247, war,95, literary-fiction,80, contemporary,63, military-fiction,61, novels
22466433,      King Lear,Alfred Harbage,3.91,6203, classics,4410, plays,1671, drama,1398, fiction,514, school,506, literature
7304461,      In the Time of the Butterflies,Julia Alvarez,4.14,1237, historical-fiction,1080, fiction,190, historical,111, school,90, classics,81, novels
18655904,      Natchez Burning,David LeDoux,4.15,380, fiction,309, mystery,195, thriller,156, historical-fiction,75, crime,75, mystery-thriller
13492695,      Midnight in Austenland,Shannon Hale,3.52,541, romance,394, fiction,367, mystery,307, chick-lit,143, adult,122, contemporary
13451099,      The Sign of the Four,Arthur Conan Doyle,3.93,3497, classics,3204, mystery,1777, fiction,938, crime,440, detective,274, audiobook
25142928,      The Magic Strings of Frankie Presto,Mitch Albom,4.34,476, fiction,153, historical-fiction,104, music,59, audiobook,39, fantasy,39, adult-fiction
6567818,      Mort,Terry Pratchett,4.22,9192, fantasy,1767, fiction,1544, humor,503, comedy,308, science-fiction-fantasy,175, audiobook
21469098,      This Song Will Save Your Life,Leila Sales,3.92,1142, young-adult,940, contemporary,319, music,255, romance,225, realistic-fiction,209, fiction
23278786,      The Gamble,Emma Taylor,4.27,1344, romance,599, contemporary-romance,510, contemporary,166, adult,145, romantic-suspense,121, suspense
3684856,      Fool,Christopher Moore,3.97,979, humor,878, fiction,378, fantasy,269, comedy,220, historical-fiction,96, audiobook
162089,      Flawless,Sara Shepard,3.93,1303, young-adult,707, mystery,337, contemporary,305, fiction,201, chick-lit,187, romance
11979189,      River Marked,Patricia Briggs,4.27,2954, urban-fantasy,1671, fantasy,1308, paranormal,625, romance,554, werewolves,539, vampires
32598600,      The Bookshop on the Corner,Jenny Colgan,3.85,1254, fiction,852, romance,556, chick-lit,489, books-about-books,360, contemporary,236, audiobook
4687,      The Cider House Rules,John Irving,4.13,2549, fiction,577, classics,556, historical-fiction,194, literature,161, literary-fiction,150, contemporary
29770313,      THREE MEN IN A BOAT,Jerome K. Jerome,3.88,1749, classics,1313, fiction,956, humor,215, comedy,211, travel,193, british-literature
11826346,      The Great Hunt,Michael Kramer,4.22,11452, fantasy,1317, fiction,819, epic-fantasy,414, high-fantasy,393, science-fiction-fantasy,218, adventure
3619573,      The Cellist of Sarajevo,Steven Galloway,4.01,755, fiction,711, historical-fiction,246, war,105, canada,100, historical,99, music
13641539,      The End of the Affair,Colin Firth,3.91,1637, fiction,1053, classics,326, romance,277, audiobook,180, literature,149, british-literature
461054,      The Black Echo,Michael Connelly,4.1,1615, mystery,932, fiction,841, crime,578, thriller,272, mystery-thriller,229, detective
18296411,      Frog Music,Emma Donoghue,3.17,919, historical-fiction,546, fiction,276, mystery,189, historical,95, audiobook,69, crime
21560400,      Alienated,Madeleine Lambert,3.91,813, young-adult,640, science-fiction,520, romance,494, aliens,282, fantasy,145, paranormal
6261961,      Labor Day,Joyce Maynard,3.58,479, fiction,175, romance,87, contemporary,67, coming-of-age,53, adult-fiction,42, adult
18490570,      Girl of Nightmares,Kendare Blake,3.86,1128, young-adult,954, horror,736, paranormal,527, fantasy,461, ghosts,325, romance
245835,      Where the Heart Is  ,Billie Letts,4.02,1723, fiction,468, chick-lit,385, romance,229, contemporary,171, adult-fiction,133, adult
17202452,      One Week Girlfriend,Monica  Murphy,3.93,994, new-adult,822, romance,347, contemporary,224, college,222, contemporary-romance,131, abuse
830390,      Daughter of Fortune,Isabel Allende,3.9,1683, historical-fiction,1420, fiction,272, historical,247, romance,165, magical-realism,131, novels
7896345,      The Gathering,Kelley Armstrong,4.01,1317, young-adult,970, paranormal,943, fantasy,492, urban-fantasy,331, romance,296, supernatural
4520625,      The Woods,Scott Brick,4.05,1024, mystery,647, thriller,635, fiction,365, crime,299, suspense,206, mystery-thriller
16134782,      In Flight,R.K. Lilley,4.08,978, romance,713, bdsm,572, erotica,301, contemporary,267, contemporary-romance,240, adult
2292384,      Fearless Fourteen,Janet Evanovich,4.04,1704, mystery,567, fiction,475, humor,363, chick-lit,278, romance,185, crime
6262365,      Tempted,Kristin Cast,3.95,1835, young-adult,1759, vampires,1374, fantasy,919, paranormal,498, romance,290, supernatural
3758,      Casino Royale,Ian Fleming,3.74,1578, fiction,883, thriller,445, mystery,434, classics,374, espionage,236, crime
6998526,      Shogun,James Clavell,4.39,2965, historical-fiction,2171, fiction,672, japan,509, historical,423, classics,223, adventure
23269775,      A Little Something Different,Sandy  Hall,3.61,608, romance,553, young-adult,552, contemporary,142, fiction,119, chick-lit,90, new-adult
29470014,      The Girl In The Ice,Robert Bryndza,3.95,586, mystery,497, thriller,326, crime,287, fiction,173, mystery-thriller,149, suspense
31353220,      I See You,Rachel Atkins,3.88,667, thriller,560, mystery,398, fiction,232, mystery-thriller,217, crime,190, suspense
1836121,      Oczy Smoka,Sylwia Twardo,3.93,3765, fantasy,1114, fiction,1037, horror,203, young-adult,115, adventure,113, science-fiction-fantasy
19175496,      Speaking from Among the Bones,Alan Bradley,4.17,1820, mystery,530, fiction,337, historical-fiction,170, audiobook,151, young-adult,128, historical
5358,      The Firm,Robin Waterfield,4.03,2636, fiction,1222, thriller,1113, mystery,481, suspense,447, crime,266, mystery-thriller
20348781,      Loving Mr. Daniels,Brittainy C. Cherry,4.24,668, romance,530, new-adult,245, contemporary,145, contemporary-romance,123, young-adult,98, high-school
16238996,      The Emperors Soul,Brandon Sanderson,4.32,4491, fantasy,426, fiction,274, novella,182, high-fantasy,170, short-stories,138, magic
6353679,      Hunger,Michael  Grant,4.03,1202, young-adult,660, dystopia,517, science-fiction,481, fantasy,244, fiction,147, paranormal
84136,      Fantasy Lover,Sherrilyn Kenyon,4.16,1574, romance,1472, paranormal-romance,1380, paranormal,883, fantasy,390, urban-fantasy,288, adult
567678,      The Wasp Factory,Iain Banks,3.81,1794, fiction,1113, horror,429, thriller,285, mystery,267, contemporary,173, dark
25306860,      Reiniciados,Amy Tintera,3.9,939, young-adult,800, dystopia,583, science-fiction,303, romance,187, fantasy,157, zombies
24504274,      Pucked,Helena Hunting,4,1046, romance,762, sports,443, sports-romance,397, contemporary,373, new-adult,346, contemporary-romance
16070521,      Come Away with Me,Kristen Proby,3.92,984, romance,384, contemporary-romance,371, contemporary,198, new-adult,159, erotica,146, adult
22668811,      Night Broken,Patricia Briggs,4.42,1842, urban-fantasy,871, fantasy,632, paranormal,447, romance,426, werewolves,375, vampires
26879447,      Sing,Kylie Scott,4.3,1034, romance,507, new-adult,401, contemporary,366, contemporary-romance,276, music,118, humor
1033795,      Bag of Bones,Stephen King,3.9,3385, horror,1221, fiction,348, thriller,271, mystery,188, fantasy,173, paranormal
31352930,      Did You Ever Have A Family,Bill Clegg,3.8,768, fiction,120, contemporary,107, literary-fiction,72, family,56, adult-fiction,54, audiobook
10776793,      War Brides,Helen Bryan,3.8,576, historical-fiction,245, fiction,80, historical,77, world-war-ii,65, romance,54, war
30820793,      The Curious Charms of Arthur Pepper,Phaedra Patrick,3.9,909, fiction,178, contemporary,117, audiobook,105, adult-fiction,56, adult,47, british-literature
1167559,      Julius Caesar (The New Folger Library Shakespeare),William Shakespeare,3.69,6160, classics,3801, plays,1429, fiction,1316, drama,773, school,721, historical-fiction
6659454,      White Fang ,Jack London,3.98,3979, classics,2153, fiction,697, adventure,587, animals,441, young-adult,287, historical-fiction
8682,      Jitterbug Perfume,Tom Robbins,4.22,1325, fiction,317, fantasy,221, humor,155, magical-realism,106, literature,99, novels
26072952,      A Great Reckoning,Robert Bathurst,4.41,1453, mystery,476, fiction,138, audiobook,123, mystery-thriller,121, canada,118, crime
13543570,      Pure,Jennifer L. Armentrout,4.31,923, young-adult,897, fantasy,693, paranormal,551, romance,546, mythology,233, paranormal-romance
12758317,      In One Person,John Irving,3.68,575, fiction,122, lgbt,53, literary-fiction,51, contemporary,50, novels,43, coming-of-age
32972080,      Too Late,Colleen Hoover,3.94,567, romance,485, new-adult,277, contemporary,102, abuse,100, dark,69, adult
43835,      The Vampire Lestat,Frank Muller,4.06,2942, horror,2516, fantasy,2089, vampires,1990, fiction,847, paranormal,470, supernatural
29504138,      A Thousand Boy Kisses,Tillie Cole,4.25,470, romance,419, young-adult,193, contemporary,69, contemporary-romance,55, new-adult,47, high-school
9377301,      The Black Prism,Brent Weeks,4.22,6374, fantasy,536, fiction,412, epic-fantasy,292, high-fantasy,239, magic,193, adult
71629,      Schools Out - Forever,James Patterson,4.15,1301, young-adult,950, fantasy,690, science-fiction,325, fiction,271, adventure,164, paranormal
280654,      A Gathering Light,Jennifer Donnelly,3.82,1667, historical-fiction,1303, young-adult,503, fiction,471, mystery,402, historical,123, teen
20877905,      Unteachable,Leah Raeder,3.78,576, contemporary,500, romance,346, new-adult,196, young-adult,173, contemporary-romance,103, high-school
22008125,      La Voix du sang,Anthony Ryan,4.4,4618, fantasy,399, epic-fantasy,303, fiction,238, high-fantasy,117, magic,113, adventure
17980295,      Mine,Katy Evans,4.28,567, romance,330, new-adult,215, sports,189, contemporary,188, fighters,184, contemporary-romance
51428,      Rebel Angels,Libba Bray,3.92,2805, fantasy,2566, young-adult,1347, historical-fiction,547, historical,498, fiction,416, romance
966299,      By the River Piedra I Sat Down and Wept,Paulo Coelho,3.57,890, fiction,245, romance,168, philosophy,153, novels,115, spirituality,105, contemporary
404048,      Survivor,Chuck Palahniuk,3.91,1952, fiction,230, contemporary,171, thriller,163, novels,103, humor,83, dark
16142061,      Dear Life,Alice Munro,3.75,1508, short-stories,841, fiction,158, canada,106, literary-fiction,80, contemporary,79, literature
15757434,      Crash,Nicole  Williams,3.99,942, romance,663, young-adult,635, new-adult,436, contemporary,168, high-school,155, contemporary-romance
31393403,      Flame in the Mist,Renée Ahdieh,3.86,3050, fantasy,1610, young-adult,669, romance,379, retellings,323, historical-fiction,302, young-adult-fantasy
22571583,      The Shadows,J.R. Ward,4.29,674, paranormal,583, romance,557, paranormal-romance,526, vampires,304, fantasy,207, urban-fantasy
16248311,      The Perfume Collector,Kathleen Tessaro,3.99,790, historical-fiction,515, fiction,123, historical,88, romance,86, france,77, mystery
568645,      Cross My Heart and Hope to Spy,Ally Carter,4.12,1374, young-adult,459, romance,456, mystery,321, contemporary,298, fiction,265, espionage
17267122,      Pulse,Gail McHugh,4.27,442, romance,221, new-adult,135, contemporary-romance,113, contemporary,69, erotica,40, adult
17557725,      Frost Burned,Patricia Briggs,4.35,2637, urban-fantasy,1453, fantasy,1252, paranormal,672, vampires,521, werewolves,511, romance
2722413,      Evernight,Claudia Gray,3.64,1377, young-adult,1229, vampires,817, fantasy,766, paranormal,590, romance,213, paranormal-romance
30308970,      Swing Time,Zadie Smith,3.57,1547, fiction,288, contemporary,192, literary-fiction,147, novels,143, audiobook,104, africa
2332099,      My Name Is Red,Erdağ M. Göknar,3.85,1276, fiction,749, historical-fiction,314, mystery,190, literature,177, novels,159, turkish
19089024,      Winters Bone,Daniel Woodrell,3.89,987, fiction,335, mystery,156, contemporary,139, crime,82, audiobook,80, literary-fiction
25792894,      Kings Rising,C.S. Pacat,4.46,2024, fantasy,970, romance,901, lgbt,667, m-m-romance,304, adult,281, fiction
17837783,      Beautiful Player,Christina Lauren,4.33,1180, romance,351, contemporary,348, contemporary-romance,232, new-adult,226, erotica,187, adult
158014,      Steppenwolf,Basil Creighton,4.13,2663, fiction,2056, classics,805, philosophy,578, german-literature,518, literature,324, novels
4834,      The Satanic Verses,Salman Rushdie,3.7,2233, fiction,522, magical-realism,501, classics,343, india,342, fantasy,339, literature
23303106,      The Geography of You and Me,Jennifer E. Smith,3.66,939, young-adult,754, romance,667, contemporary,162, fiction,145, realistic-fiction,99, young-adult-contemporary
32573000,      The Midnight Star,Marie Lu,4.12,1790, fantasy,958, young-adult,210, romance,163, dystopia,145, young-adult-fantasy,138, magic
13581990,      The Eternity Cure,Julie Kagawa,4.22,897, vampires,790, young-adult,588, fantasy,556, paranormal,521, dystopia,310, romance
23553419,      The Ice Twins,S.K. Tremayne,3.67,452, thriller,332, mystery,254, fiction,219, horror,112, mystery-thriller,99, suspense
